Date,Job_Name,Company,Loaction,Job_type,Employees,Followers,Applicant,Industry,Invovlement
3/31/2023,Quant Analytics Specialist,Wells Fargo,"Bengaluru, Karnataka, India",On-site,"10,001+ employees","2,160,959 followers",2 applicants,Financial Services,Full-time · Associate
3/31/2023,"Sr. Representative, Operations",Concentrix,"Chennai, Tamil Nadu, India",On-site,"10,001+ employees","1,201,727 followers",1 week ago                                  Over 200 applicants,Information Technology & Services,Contract · Entry level
3/31/2023,Business Applications Support,Valeo,"Chennai, Tamil Nadu, India",On-site,"10,001+ employees","1,164,468 followers",101 applicants,Automotive,Full-time · Entry level
3/31/2023,Training and Engagement Supervisor,Bimbo Bakeries USA,"Jalalabad, Punjab, India",On-site,"10,001+ employees","196,537 followers",86 applicants,Food Production,Full-time · Mid-Senior level
3/31/2023,Senior Embedded Software Engineer,Halma plc,"Bengaluru, Karnataka, India",On-site,"5,001-10,000 employees","61,506 followers",99 applicants,Electrical & Electronic Manufacturing,Full-time · Associate
3/31/2023,"Associate, Investment Accounting",BlackRock,"Gurgaon, Haryana, India",Hybrid,"10,001+ employees","1,319,902 followers",1 hour ago,Financial Services,Full-time
3/31/2023,Sr Software Engineer (Java),HERE Technologies,"Mumbai, Maharashtra, India",Hybrid,"5,001-10,000 employees","198,842 followers",21 applicants,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,Sr Software Engineer (Java),HERE Technologies,"Mumbai, Maharashtra, India",Hybrid,"5,001-10,000 employees","198,842 followers",21 applicants,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,Full-Time and Visiting Faculty – Computing Science & Computer Information Systems,Fraser Valley India | University of the Fraser Valley,"Chandigarh, India",On-site,11-50 employees,"2,635 followers",38 applicants,Higher Education,Full-time
3/31/2023,CONSULTANT - INTELLIGENT AUTOMATION PRACTICE,ResultsCX,"Bengaluru, Karnataka, India",Hybrid,"10,001+ employees","61,033 followers",123 applicants,Outsourcing/Offshoring,Full-time · Mid-Senior level
3/31/2023,Senior Magento Developer,6thStreet.com,Greater Bengaluru Area,On-site,201-500 employees,"81,249 followers",82 applicants,Retail,Full-time · Mid-Senior level
3/31/2023,Technical Business Analyst,iSteer,"Bengaluru, Karnataka, India",On-site,201-500 employees,"4,441 followers",36 applicants,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,Bus Process Delivery New Associate-Transaction risk management,Accenture in India,"Hyderabad, Telangana, India",On-site,"10,001+ employees","1,628,812 followers",40 applicants,Information Technology & Services,Full-time · Entry level
3/31/2023,Assistant Manager Technology (Postilion and ATM),Mashreq,"Bangalore Urban, Karnataka, India",On-site,"1,001-5,000 employees","1,016,206 followers",54 applicants,Banking,Full-time · Mid-Senior level
3/31/2023,Graduate Program Feel Consultant,Adecco,"Uttar Pradesh, India",Hybrid,"10,001+ employees","6,192,878 followers",4 hours ago,Staffing & Recruiting,Full-time
3/31/2023,Senior member of Technical Staff,VMware,"Bengaluru, Karnataka, India",On-site,"10,001+ employees","1,863,292 followers",56 applicants,Computer Software,Full-time · Mid-Senior level
3/31/2023,"Principal Technical Consultant, Customer Delivery",Calypso Technology,"Mumbai, Maharashtra, India",Hybrid,"501-1,000 employees","118,177 followers",45 applicants,Computer Software,Full-time · Mid-Senior level
3/31/2023,CA Article Assisstant,Adithya & Vishwas,"Bengaluru, Karnataka, India",On-site,11-50 employees,3 followers,3 applicants,Financial Services,Full-time · Entry level
3/31/2023,Technology Sales Specialist,Ashnik,"Mumbai, Maharashtra, India",Hybrid,11-50 employees,"11,065 followers",94 applicants,Information Technology & Services,Full-time
3/31/2023,Assistant Manager - SaaS - ITO/OTR-ANA007498,Genpact,"Bengaluru, Karnataka, India",On-site,"10,001+ employees","2,638,956 followers",3 applicants,Information Technology & Services,Full-time · Associate
3/31/2023,IT Delivery,Infosys,"Bengaluru East, Karnataka, India",On-site,"10,001+ employees","6,987,098 followers",2 hours ago,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,Dynamics Technical Staff,EY,"Trivandrum, Kerala, India",On-site,"10,001+ employees","7,366,420 followers",42 applicants,Information Technology & Services,Full-time · Entry level
3/31/2023,Research Intern,Accords International,India,Remote,2-10 employees,"2,166 followers",30 applicants,Law Practice,Part-time
3/31/2023,Senior Technical Professional,Finastra,"Bengaluru, Karnataka, India",Hybrid,"10,001+ employees","157,011 followers",40 applicants,Financial Services,Full-time · Mid-Senior level
3/31/2023,"Executive – Recruitment Services, GSC's",HSBC,"Hyderabad, Telangana, India",Hybrid,"10,001+ employees","3,276,612 followers",4 applicants,Financial Services,Full-time
3/31/2023,Assistant Manager - SaaS - ITO/OTR-ANA007498,Genpact,"Bengaluru, Karnataka, India",On-site,"10,001+ employees","2,638,959 followers",3 applicants,Information Technology & Services,Full-time · Associate
3/31/2023,JAMF Engineer ( Delhi/ Mumbai/ Banaglore),Team Computers,"Mumbai, Maharashtra, India",On-site,"1,001-5,000 employees","45,891 followers",38 applicants,Information Technology & Services,Full-time · Associate
3/31/2023,Associate-Order to Cash Processing,Accenture in India,"Mumbai, Maharashtra, India",On-site,"10,001+ employees","1,628,821 followers",50 applicants,Information Technology & Services,Full-time · Entry level
3/31/2023,Manager-Voice & Data Core Ops,Vodafone Idea Limited,"Pune, Maharashtra, India",Hybrid,"10,001+ employees","241,021 followers",52 applicants,Telecommunications,Full-time · Associate
3/31/2023,Business Development Executive,BYJU'S,"Pune, Maharashtra, India",On-site,"10,001+ employees","1,799,438 followers",13 applicants,E-learning,Full-time
3/31/2023,Business Development Associate,BYJU'S,Greater Delhi Area,On-site,"10,001+ employees","1,799,438 followers",4 applicants,E-learning,Full-time
3/31/2023,Patent Manager - Coimbatore,Altacit Global,"Coimbatore, Tamil Nadu, India",On-site,11-50 employees,"7,701 followers",57 applicants,Law Practice,Full-time
3/31/2023,Analytics Team Lead,Analytic Edge,"Bengaluru, Karnataka, India",On-site,51-200 employees,"5,121 followers",12 applicants,Marketing & Advertising,Full-time
3/31/2023,Showroom Sales Manager,Simphony,"Chandigarh, India",On-site,11-50 employees,738 followers,168 applicants,Computer Software,Full-time
3/31/2023,Customer Service New Associate-Query Management,Accenture in India,"Mumbai, Maharashtra, India",On-site,"10,001+ employees","1,628,821 followers",88 applicants,Information Technology & Services,Full-time · Entry level
3/31/2023,Assistant Manager-SFDC Developer,Genpact,"Bengaluru, Karnataka, India",Hybrid,"10,001+ employees","2,638,961 followers",195 applicants,Information Technology & Services,Full-time · Associate
3/31/2023,BNG Network Developer,HCLTech,"Bengaluru, Karnataka, India",Hybrid,"10,001+ employees","4,675,813 followers",44 applicants,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,Showroom Sales Manager,Simphony,"Chandigarh, India",On-site,11-50 employees,738 followers,168 applicants,Computer Software,Full-time
3/31/2023,Senior Software Engineer (NSG | Bangalore),Sophos,"Bengaluru, Karnataka, India",Hybrid,"1,001-5,000 employees","338,263 followers",2 weeks ago                                  Over 200 applicants,Computer Software,Full-time · Mid-Senior level
3/31/2023,Sap Advanced Business Application Programming Consultant,Tata Consultancy Services,"Hyderabad, Telangana, India",On-site,"10,001+ employees","12,345,394 followers",62 applicants,Information Technology & Services,Full-time · Associate
3/31/2023,Research Associate,Penguin International,"Gurugram, Haryana, India",Hybrid,51-200 employees,"2,819 followers",33 applicants,Outsourcing/Offshoring,Full-time · Associate
3/31/2023,Oracle ERP Systems Administrator,Teladoc Health,"Mumbai, Maharashtra, India",Hybrid,"1,001-5,000 employees","172,796 followers",84 applicants,Hospital & Health Care,Full-time · Mid-Senior level
3/31/2023,AGM - Technical Support,Vodafone Idea Limited,"Pune, Maharashtra, India",On-site,"10,001+ employees","241,021 followers",112 applicants,Telecommunications,Full-time · Mid-Senior level
3/31/2023,BI Systems Sr Analyst,Bimbo Bakeries USA,"Jalalabad, Punjab, India",On-site,"10,001+ employees","196,538 followers",38 applicants,Food Production,Full-time · Mid-Senior level
3/31/2023,Visa Processing Officer,Skybeat Immigration,"Amritsar, Punjab, India",On-site,51-200 employees,159 followers,34 applicants,Higher Education,Full-time
3/31/2023,Specialist - Software Sales,NTT Ltd.,"Mumbai, Maharashtra, India",Hybrid,"10,001+ employees","410,772 followers",95 applicants,Information Technology & Services,Full-time · Entry level
3/31/2023,Webmethods Consultant,Infosys,"Bengaluru East, Karnataka, India",On-site,"10,001+ employees","6,987,114 followers",3 applicants,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,"Technical Specialist – MS, AWS",NTT Global Data Centers,"Mumbai, Maharashtra, India",Hybrid,"501-1,000 employees","40,828 followers",56 applicants,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,Campus Ambassador,TechLang.in,India,Remote,11-50 employees,"10,513 followers",1 applicant,Higher Education,Part-time
3/31/2023,Technical Lead (Firmware),Johnson Controls,"Pune, Maharashtra, India",On-site,"10,001+ employees","1,247,317 followers",54 applicants,Mechanical Or Industrial Engineering,Full-time · Mid-Senior level
3/31/2023,Lead Engineer (Web),Avis Budget Group,"Bangalore Urban district, India",Hybrid,"10,001+ employees","123,759 followers",64 applicants,"Leisure, Travel & Tourism",Full-time · Mid-Senior level
3/31/2023,Technology Lead,Broadridge India,"Hyderabad, Telangana, India",On-site,"5,001-10,000 employees","8,734 followers",66 applicants,Financial Services,Full-time
3/31/2023,Field Service Technician,Evoqua Water Technologies,"Lephripada, Odisha, India",On-site,"1,001-5,000 employees","84,683 followers",52 applicants,Environmental Services,Full-time
3/31/2023,Analyst-Order to Cash Processing,Accenture in India,"Mumbai, Maharashtra, India",On-site,"10,001+ employees","1,628,825 followers",73 applicants,Information Technology & Services,Full-time · Entry level
3/31/2023,Senior Software Engineer,Beckman Coulter Life Sciences,"Bengaluru, Karnataka, India",Hybrid,"1,001-5,000 employees","75,911 followers",11 applicants,Biotechnology,Full-time
3/31/2023,Business Operations Lead - Growth,Crio.Do,"Bengaluru, Karnataka, India",On-site,11-50 employees,"60,702 followers",21 applicants,E-learning,Full-time
3/31/2023,Customer Service New Associate-Query Management,Accenture in India,"Gurgaon, Haryana, India",On-site,"10,001+ employees","1,628,826 followers",133 applicants,Information Technology & Services,Full-time · Entry level
3/31/2023,Buyer Analyst,CSG,India,Remote,"5,001-10,000 employees","124,171 followers",116 applicants,Computer Software,Full-time · Mid-Senior level
3/31/2023,Technical Business Analyst,iSteer,"Bengaluru, Karnataka, India",On-site,201-500 employees,"4,441 followers",37 applicants,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,Customer Service New Associate-Query Management,Accenture in India,"Gurgaon, Haryana, India",On-site,"10,001+ employees","1,628,828 followers",30 applicants,Information Technology & Services,Full-time · Entry level
3/31/2023,Bus Process Delivery New Associate-Content Management,Accenture in India,"Hyderabad, Telangana, India",On-site,"10,001+ employees","1,628,828 followers",50 applicants,Information Technology & Services,Full-time · Entry level
3/31/2023,Technology Lead,Broadridge India,"Hyderabad, Telangana, India",On-site,"5,001-10,000 employees","8,734 followers",66 applicants,Financial Services,Full-time
3/31/2023,Customer Service Associate-Query Management,Accenture in India,"Bengaluru, Karnataka, India",On-site,"10,001+ employees","1,628,828 followers",65 applicants,Information Technology & Services,Full-time · Entry level
3/31/2023,Implementation Lead,Vihara Innovation Network,"Shillong, Meghalaya, India",Hybrid,11-50 employees,"11,667 followers",95 applicants,Government Administration,Contract
3/31/2023,Master Instructor Networking/Cyber/Cloud/Server/Full Stack/DevOps/Digital Marketing,Rooman Technologies,Greater Bengaluru Area,Hybrid,"1,001-5,000 employees","12,254 followers",168 applicants,Education Management,Part-time
3/31/2023,Technology Lead,Broadridge India,"Hyderabad, Telangana, India",On-site,"5,001-10,000 employees","8,734 followers",58 applicants,Financial Services,Full-time
3/31/2023,Sr Software Engineer,Wabtec Corporation,"Bengaluru, Karnataka, India",On-site,"10,001+ employees","131,451 followers",11 applicants,Railroad Manufacture,Full-time · Mid-Senior level
3/31/2023,Manager_ Portfolio Manager_Technology,Morgan Stanley,"Mumbai, Maharashtra, India",On-site,"10,001+ employees","2,545,044 followers",1 applicant,Financial Services,Full-time
3/31/2023,Sr Programmer Analyst I/II - Remote/Officebased/Flex - 6-9 years of experience of SDTM programming,Thermo Fisher Scientific,India,Remote,"10,001+ employees","1,184,670 followers",1 day ago,Biotechnology,Full-time
3/31/2023,Business Development Executive,Satyam Screws,"Amritsar, Punjab, India",On-site,11-50 employees,411 followers,104 applicants,Consumer Goods,Full-time
3/31/2023,Business Development Executive,Ellora Infotech Pvt Ltd,"Nashik, Maharashtra, India",On-site,51-200 employees,"3,492 followers",12 applicants,Information Technology & Services,Full-time
3/31/2023,Customer Support Executive,Techneel IT Services Pvt. Ltd.,"Bengaluru, Karnataka, India",On-site,11-50 employees,830 followers,16 applicants,Information Technology & Services,Full-time
3/31/2023,Software Architect/Lead/Principal – Embedded/Firmware,Ethernovia,"Pune, Maharashtra, India",Hybrid,11-50 employees,"4,932 followers",62 applicants,Automotive,Full-time · Mid-Senior level
3/31/2023,Senior Software Engineer - Application Development,Club Car,"Bangalore Urban district, India",On-site,"1,001-5,000 employees","16,128 followers",65 applicants,Automotive,Full-time · Associate
3/31/2023,Test Administrator_India,Pearson VUE,"Jalandhar, Punjab, India",On-site,"1,001-5,000 employees","44,915 followers",65 applicants,Information Technology & Services,Full-time · Entry level
3/31/2023,Inside Sales Coordinator,Prixgen Tech Solutions Pvt. Ltd.,"Mysore, Karnataka, India",On-site,51-200 employees,"2,546 followers",88 applicants,Information Technology & Services,Full-time
3/31/2023,Spanish,LTI - Larsen & Toubro Infotech,"Pune, Maharashtra, India",On-site,"10,001+ employees","1,973,231 followers",66 applicants,Information Technology & Services,Contract · Entry level
3/31/2023,Embedded Engineer,Teamware Solutions a division of Quantum Leap Consulting Pvt. Ltd,"Gujarat, India",Hybrid,"1,001-5,000 employees","116,738 followers",47 applicants,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,Infrastructure Coverage & Resilience - AVP - Mumbai Risk Centre,Deutsche Bank,"Mumbai, Maharashtra, India",On-site,"10,001+ employees","1,898,206 followers",12 applicants,Financial Services,Full-time · Mid-Senior level
3/31/2023,Customer Service Associate-Query Management,Accenture in India,"Mumbai, Maharashtra, India",On-site,"10,001+ employees","1,628,833 followers",58 applicants,Information Technology & Services,Full-time · Entry level
3/31/2023,Tibco,Tata Consultancy Services,"Bengaluru, Karnataka, India",On-site,"10,001+ employees","12,345,461 followers",8 applicants,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,"Professor of Mathematics (Asst., Assoc., or Full)",Sitare University,"Indore, Madhya Pradesh, India",On-site,2-10 employees,340 followers,63 applicants,Higher Education,Full-time
3/31/2023,Customer & Digital Support New Associate-Query Management,Accenture in India,"Gurgaon, Haryana, India",On-site,"10,001+ employees","1,628,834 followers",28 applicants,Information Technology & Services,Full-time · Entry level
3/31/2023,Lead Software Engineer,HERE Technologies,"Bengaluru East, Karnataka, India",Hybrid,"5,001-10,000 employees","198,842 followers",20 applicants,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,Dotnet Developer,Tata Consultancy Services,"Delhi, India",On-site,"10,001+ employees","12,345,472 followers",1 month ago                                  Over 200 applicants,Information Technology & Services,Full-time
3/31/2023,AGM - Active Operations,Vodafone Idea Limited,"Mumbai, Maharashtra, India",Hybrid,"10,001+ employees","241,021 followers",31 applicants,Telecommunications,Full-time · Mid-Senior level
3/31/2023,Cloud Tech Lead-PAAS,Hanu Software,"Noida, Uttar Pradesh, India",Hybrid,"501-1,000 employees","33,360 followers",42 applicants,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,Technical Lead,Hexagon Asset Lifecycle Intelligence,"Hyderabad, Telangana, India",On-site,"10,001+ employees","97,659 followers",8 applicants,Computer Software,Full-time · Mid-Senior level
3/31/2023,Technology Lead,Broadridge India,"Bengaluru, Karnataka, India",On-site,"5,001-10,000 employees","8,734 followers",77 applicants,Financial Services,Full-time
3/31/2023,"Senior Member Technical Staff - L3 Product Support (Java, SQL)",Model N,"Hyderabad, Telangana, India",Hybrid,"501-1,000 employees","28,350 followers",31 applicants,Computer Software,Full-time · Mid-Senior level
3/31/2023,Master Instructor Networking/Cyber/Cloud/Server/Full Stack/DevOps/Digital Marketing,Rooman Technologies,Greater Bengaluru Area,Hybrid,"1,001-5,000 employees","12,254 followers",169 applicants,Education Management,Part-time
3/31/2023,Sr. Site Reliability Engineer,Shell Recharge Solutions,"Gurgaon, Haryana, India",Hybrid,"1,001-5,000 employees","26,109 followers",79 applicants,Automotive,Full-time · Mid-Senior level
3/31/2023,Bus Process Delivery New Associate-Content Management,Accenture in India,"Hyderabad, Telangana, India",On-site,"10,001+ employees","1,628,849 followers",25 applicants,Information Technology & Services,Full-time · Entry level
3/31/2023,Lead Software Engineer,HERE Technologies,"Mumbai, Maharashtra, India",On-site,"5,001-10,000 employees","198,843 followers",31 applicants,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,Field Coordinators - UT Jammu & Kashmir,Responsenet,"Srinagar, Jammu & Kashmir, India",On-site,11-50 employees,"10,075 followers",2 weeks ago                                  Over 200 applicants,Non-profit Organization Management,Full-time
3/31/2023,Customer Service New Associate-Query Management,Accenture in India,"Gurgaon, Haryana, India",On-site,"10,001+ employees","1,628,849 followers",94 applicants,Information Technology & Services,Full-time · Entry level
3/31/2023,Job Opening for Kinaxis @ Pan India,HCLTech,"Tamil Nadu, India",Hybrid,"10,001+ employees","4,675,892 followers",107 applicants,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,IT Delivery,Infosys,"Pune, Maharashtra, India",Hybrid,"10,001+ employees","6,987,185 followers",1 applicant,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,MS Engineer,NTT Global Data Centers,"Mumbai, Maharashtra, India",Hybrid,"501-1,000 employees","40,828 followers",72 applicants,Information Technology & Services,Full-time · Entry level
3/31/2023,S2,SS&C Technologies,"Navi Mumbai, Maharashtra, India",On-site,"10,001+ employees","216,377 followers",14 applicants,Computer Software,Full-time
3/31/2023,Jr. Technical Support Consultant Dynamics 365,Alpha Variance Solutions,"Bengaluru, Karnataka, India",On-site,11-50 employees,"6,168 followers",3 weeks ago                                  Over 200 applicants,Information Technology & Services,Full-time
3/31/2023,Business Development Executive,Satyam Screws,"Amritsar, Punjab, India",On-site,11-50 employees,411 followers,104 applicants,Consumer Goods,Full-time
3/31/2023,Fachkraft für Lagerlogistik (m/w/d),ZUFALL logistics group,"Nohradhar, Himachal Pradesh, India",On-site,"1,001-5,000 employees","1,602 followers",29 applicants,Transportation/Trucking/Railroad,Full-time · Internship
3/31/2023,Member Technical,Broadridge India,"Hyderabad, Telangana, India",On-site,"5,001-10,000 employees","8,734 followers",109 applicants,Financial Services,Full-time
3/31/2023,MS Engineer (L1)-Data Center,NTT Ltd.,"Mumbai, Maharashtra, India",Hybrid,"10,001+ employees","410,774 followers",180 applicants,Information Technology & Services,Full-time · Entry level
3/31/2023,Member Technical,Broadridge India,"Hyderabad, Telangana, India",On-site,"5,001-10,000 employees","8,734 followers",78 applicants,Financial Services,Full-time
3/31/2023,FAAS Senior,EY,"Kanayannur, Kerala, India",On-site,"10,001+ employees","7,366,506 followers",24 applicants,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,Senior Regional Technical Specialist (Markets and Value Chains) - P-4,International Fund for Agricultural Development (IFAD),"New Delhi, Delhi, India",On-site,"501-1,000 employees","178,181 followers",62 applicants,International Trade & Development,Full-time · Mid-Senior level
3/31/2023,Technical Support Engineer - Freelance,Gigmo Solutions,India,Remote,51-200 employees,"24,214 followers",7 applicants,Information Technology & Services,Part-time
3/31/2023,New Associate-Order to Cash Processing,Accenture in India,"Mumbai, Maharashtra, India",On-site,"10,001+ employees","1,628,853 followers",65 applicants,Information Technology & Services,Full-time · Entry level
3/31/2023,Customer & Digital Support New Associate-Query Management,Accenture in India,"Gurgaon, Haryana, India",On-site,"10,001+ employees","1,628,854 followers",28 applicants,Information Technology & Services,Full-time · Entry level
3/31/2023,International Business Manager,Hygienic Research Institute (HRIPL),"Mumbai, Maharashtra, India",On-site,"1,001-5,000 employees","13,550 followers",128 applicants,Cosmetics,Full-time · Mid-Senior level
3/31/2023,Job Opening for Oracle Netsuite,HCLTech,Greater Bengaluru Area,Hybrid,"10,001+ employees","4,675,905 followers",143 applicants,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,"Associate, Relationship Manager - Client Services",BlackRock,"Mumbai, Maharashtra, India",Hybrid,"10,001+ employees","1,319,935 followers",5 applicants,Financial Services,Full-time
3/31/2023,Customer Service Associate-Telecom Operations,Accenture in India,"Gurgaon, Haryana, India",On-site,"10,001+ employees","1,628,855 followers",64 applicants,Information Technology & Services,Full-time · Entry level
3/31/2023,Staff,Bunge,"Andhra Pradesh, India",On-site,"10,001+ employees","1,213,970 followers",60 applicants,Food Production,Full-time · Associate
3/31/2023,Data Entry Executive_Pattan,Get-Hired,"Kulgam, Jammu & Kashmir, India",On-site,11-50 employees,"1,669 followers",3 weeks ago,Staffing & Recruiting,Full-time · Entry level
3/31/2023,Customer Service Associate-Telecom Operations,Accenture in India,"Gurgaon, Haryana, India",On-site,"10,001+ employees","1,628,857 followers",33 applicants,Information Technology & Services,Full-time · Entry level
3/31/2023,Transaction Processing New Associate-Order to Cash Processing,Accenture in India,"Bengaluru, Karnataka, India",On-site,"10,001+ employees","1,628,857 followers",56 applicants,Information Technology & Services,Full-time · Entry level
3/31/2023,"Senior Software Engineer, Frontend",Cowbell,"Pune, Maharashtra, India",Hybrid,201-500 employees,"6,920 followers",14 applicants,Insurance,Full-time · Mid-Senior level
3/31/2023,Field Service Technician,Evoqua Water Technologies,"Lephripada, Odisha, India",On-site,"1,001-5,000 employees","84,683 followers",11 applicants,Environmental Services,Full-time
3/31/2023,UK Corporate Tax(Form-CT 600)-Senior associate,PwC Acceleration Centers in India,"Bengaluru East, Karnataka, India",On-site,"10,001+ employees","136,896 followers",2 applicants,Information Technology & Services,Full-time · Entry level
3/31/2023,Tech Help Squad lead (India),Travelopia,"Bangalore Urban, Karnataka, India",Hybrid,"1,001-5,000 employees","32,426 followers",17 applicants,"Leisure, Travel & Tourism",Full-time · Mid-Senior level
3/31/2023,Asset Management - Investment Specialist Support - Associate,JPMorgan Chase & Co.,"Mumbai, Maharashtra, India",On-site,"10,001+ employees","3,791,163 followers",16 applicants,Financial Services,Full-time
3/31/2023,Sales Specialist - Digital Infrastructure,NTT Ltd.,"Mumbai, Maharashtra, India",Hybrid,"10,001+ employees","410,776 followers",63 applicants,Information Technology & Services,Full-time · Entry level
3/31/2023,Senior Member of Technical Staff,VMware,"Bengaluru, Karnataka, India",Hybrid,"10,001+ employees","1,863,315 followers",129 applicants,Computer Software,Full-time · Mid-Senior level
3/31/2023,Senior Software Engineer,Informatica,"Bengaluru, Karnataka, India",Hybrid,"5,001-10,000 employees","257,294 followers",3 weeks ago                                  Over 200 applicants,Computer Software,Full-time · Mid-Senior level
3/31/2023,Order to Cash Operations Associate-Order to Cash Processing,Accenture in India,"Noida, Uttar Pradesh, India",On-site,"10,001+ employees","1,628,858 followers",101 applicants,Information Technology & Services,Full-time · Entry level
3/31/2023,Solution Sales Specialist,Tech Data APAC​,"Mumbai, Maharashtra, India",On-site,"10,001+ employees","7,755 followers",20 applicants,Information Technology & Services,Full-time · Entry level
3/31/2023,Associate - Treasury Risk,Avantor,"Coimbatore, Tamil Nadu, India",Hybrid,"10,001+ employees","114,927 followers",3 applicants,Biotechnology,Full-time · Entry level
3/31/2023,MS Engineer - Network,NTT Ltd.,"Mumbai, Maharashtra, India",Hybrid,"10,001+ employees","410,777 followers",65 applicants,Information Technology & Services,Full-time · Entry level
3/31/2023,Patent Manager - Coimbatore,Altacit Global,"Coimbatore, Tamil Nadu, India",On-site,11-50 employees,"7,701 followers",57 applicants,Law Practice,Full-time
3/31/2023,Salesforce Developer,FIS,"Bengaluru, Karnataka, India",On-site,"10,001+ employees","564,041 followers",24 applicants,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,CIB Tech - Digital Markets Execution - Agile Delivery/ Scrum,JPMorgan Chase & Co.,"Mumbai, Maharashtra, India",Hybrid,"10,001+ employees","3,791,170 followers",27 applicants,Financial Services,Full-time
3/31/2023,Datacenter Presales Specialist,Serverwala Cloud Data Center Pvt. Ltd.,"Mumbai, Maharashtra, India",On-site,11-50 employees,"2,208 followers",42 applicants,Computer Software,Full-time
3/31/2023,Executive Assistant,Colliers,"Bengaluru, Karnataka, India",On-site,"10,001+ employees","699,233 followers",63 applicants,Real Estate,Full-time · Executive
3/31/2023,"Solution Architect, Software Engineering",Xerox,"Kochi, Kerala, India",On-site,"10,001+ employees","923,167 followers",19 applicants,Information Technology & Services,Full-time · Associate
3/31/2023,Training and Engagement Supervisor,Bimbo Bakeries USA,"Jalalabad, Punjab, India",On-site,"10,001+ employees","196,543 followers",87 applicants,Food Production,Full-time · Mid-Senior level
3/31/2023,Senior Information Security Analyst (IT Risk),InMobi,"Bangalore Urban, Karnataka, India",Hybrid,"501-1,000 employees","205,779 followers",3 weeks ago                                  Over 200 applicants,Marketing & Advertising,Full-time
3/31/2023,Sr Software Engineer (Java),HERE Technologies,"Mumbai, Maharashtra, India",Hybrid,"5,001-10,000 employees","198,843 followers",21 applicants,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,Associate-Telecom Operations,Accenture in India,"Gurgaon, Haryana, India",On-site,"10,001+ employees","1,628,859 followers",70 applicants,Information Technology & Services,Full-time · Entry level
3/31/2023,"Education Specialist (Education Technology), NOC, (Fixed Term), New Delhi, India, Post No. 122682 [This position is for Indian Nationals only]",UNICEF,"Delhi, Delhi, India",On-site,"10,001+ employees","4,251,959 followers",121 applicants,Non-profit Organization Management,Full-time · Associate
3/31/2023,Plant Supervisor,Bimbo Bakeries USA,"Jalalabad, Punjab, India",On-site,"10,001+ employees","196,543 followers",1 week ago                                  Over 200 applicants,Food Production,Full-time · Mid-Senior level
3/31/2023,Transaction Processing New Associate-Insurance,Accenture in India,"Mumbai, Maharashtra, India",On-site,"10,001+ employees","1,628,860 followers",35 applicants,Information Technology & Services,Full-time · Entry level
3/31/2023,Business Relationship Manager (BRM),BorgWarner,"Bengaluru, Karnataka, India",On-site,"10,001+ employees","293,437 followers",1 applicant,Automotive,Full-time
3/31/2023,Senior Risk Analytics Consultant,Wells Fargo,"Bengaluru, Karnataka, India",On-site,"10,001+ employees","2,160,556 followers",6 applicants,Financial Services,Full-time · Mid-Senior level
3/31/2023,Presales /Solutioning Specialist,Denave,"Noida, Uttar Pradesh, India",Hybrid,"1,001-5,000 employees","76,619 followers",3 weeks ago                                  Over 200 applicants,Management Consulting,Full-time · Mid-Senior level
3/31/2023,Delivery Coordinator,NCR Corporation,"Puducherry, Puducherry, India",On-site,"10,001+ employees","454,980 followers",115 applicants,Information Technology & Services,Full-time · Entry level
3/31/2023,Technical Leader,Deltatre,"Mumbai, Maharashtra, India",Hybrid,"1,001-5,000 employees","26,603 followers",50 applicants,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,"Sr. Representative, Operations",Concentrix,"Vadodara, Gujarat, India",On-site,"10,001+ employees","1,201,785 followers",157 applicants,Information Technology & Services,Contract · Entry level
3/31/2023,ServiceNow-PAN India,Tata Consultancy Services,"Bengaluru, Karnataka, India",Hybrid,"10,001+ employees","12,345,638 followers",81 applicants,Information Technology & Services,Full-time · Mid-Senior level
3/31/2023,Senior Software Engineer (Frontend),Practice by Numbers,"Gurugram, Haryana, India",Hybrid,11-50 employees,"2,724 followers",38 applicants,Computer Software,Full-time
3/31/2023,Manager-Regional Account Service Manager,Vodafone Idea Limited,"Haryana, India",Hybrid,"10,001+ employees","241,022 followers",101 applicants,Telecommunications,Full-time · Mid-Senior level
